IDADE,TEMPO_NA_ONG,INDE_ANTERIOR,IAA_ANTERIOR,IEG_ANTERIOR,IPS_ANTERIOR,IDA_ANTERIOR,IPP_ANTERIOR,IPV_ANTERIOR,IAN_ANTERIOR,ALUNO_NOVO,GENERO,TURMA,INSTITUICAO_ENSINO,FASE,RISCO_DEFASAGEM,ANO_REFERENCIA,prediction
11.0,3,7.890533333,7.5,9.2,7.52,8.3,7.083333333,8.45,5.0,0,Masculino,2D,Pública,2D,0,2024,1
13.0,3,7.331133333,6.4,9.2,2.52,8.9,8.333333333,7.42,5.0,0,Masculino,3C,Pública,3C,0,2024,1
14.0,2,8.0957,9.5,9.8,5.0,8.8,8.75,7.7525,5.0,0,Masculino,3C,Pública,3C,1,2024,1
11.0,2,7.5682,9.0,9.1,7.52,6.5,7.5,7.78,5.0,0,Feminino,2D,Pública,2D,0,2024,1
13.0,3,7.6892,9.0,8.5,5.0,8.2,8.75,7.92,5.0,0,Masculino,3C,Pública,3C,0,2024,1
14.0,3,7.278991667,8.0,9.6,7.52,6.8,5.78125,6.893333333,5.0,0,Masculino,2A,Pública,2A,1,2024,1
12.0,3,7.653033333,10.0,8.8,5.0,5.7,7.708333333,7.46,10.0,0,Masculino,3C,Pública,3C,0,2024,0
12.0,2,8.3252,9.5,10.0,2.52,7.7,8.75,8.59,10.0,0,Masculino,3B,Pública,3B,0,2024,0
14.0,3,5.8385,0.0,8.1,2.52,5.4,8.125,7.92,5.0,0,Masculino,3C,Pública,3C,0,2024,1
12.0,3,8.0027,9.0,9.4,5.0,5.6,8.125,8.95,10.0,0,Feminino,3H,Pública,3H,0,2024,0
11.0,3,7.759533333,8.0,9.3,2.52,5.9,8.333333333,9.17,10.0,0,Feminino,3B,Pública,3B,0,2024,0
14.0,2,6.413466667,7.4,8.6,2.52,4.7,7.916666667,7.39,5.0,0,Masculino,3H,Pública,3H,1,2024,1
13.0,2,7.796866667,9.5,8.6,2.52,8.5,9.166666667,8.84,5.0,0,Feminino,3G,Privada - Programa de Apadrinhamento,3G,0,2024,1
13.0,3,7.816533333,9.5,9.7,5.0,6.3,8.75,9.006666667,5.0,0,Feminino,3F,Pública,3F,0,2024,1
12.0,2,7.971833333,7.8,9.8,2.52,6.5,8.75,9.006666667,10.0,0,Feminino,3F,Pública,3F,0,2024,0
13.0,3,6.031666667,0.0,7.2,2.52,5.7,8.75,9.173333333,5.0,0,Feminino,3B,Pública,3B,0,2024,1
13.0,3,6.467,0.0,9.1,2.52,6.2,8.75,8.95,5.0,0,Feminino,3H,Pública,3H,0,2024,1
13.0,3,7.4322,9.0,9.1,2.52,7.4,8.333333333,8.283333333,5.0,0,Masculino,3H,Pública,3H,0,2024,1
12.0,3,7.0297,9.5,8.1,5.02,6.4,6.875,7.5,5.0,0,Masculino,2G,Pública,2G,1,2024,1
14.0,3,5.898133333,7.4,8.1,2.52,3.9,6.25,6.946666667,5.0,0,Masculino,3F,Pública,3F,1,2024,1
13.0,3,7.7482,8.5,9.6,2.52,7.2,9.166666667,9.396666667,5.0,0,Feminino,3G,Pública,3G,0,2024,1
12.0,3,8.7717,10.0,8.2,5.0,8.9,9.375,9.62,10.0,0,Masculino,3H,Privada - Programa de Apadrinhamento,3H,0,2024,0
16.0,2,6.615333333,7.8,9.4,5.0,6.0,6.458333333,6.78,2.5,0,Masculino,3F,Pública,3F,1,2024,1
13.0,3,7.947366667,10.0,9.4,5.0,7.4,8.958333333,8.506666667,5.0,0,Masculino,3F,Pública,3F,0,2024,0
17.0,3,8.284333333,9.6,9.5,5.0,7.8,8.125,7.8,10.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,0
13.0,3,6.824833333,0.0,8.5,2.52,8.7,8.541666667,8.893333333,5.0,0,Feminino,3I,Pública,3I,0,2024,1
12.0,3,7.684133333,6.4,9.7,2.52,6.2,8.75,8.726666667,10.0,0,Feminino,3H,Pública,3H,0,2024,0
16.0,3,6.9647,7.0,7.9,5.0,7.6,8.125,8.01,2.5,0,Masculino,3F,Pública,3F,1,2024,1
18.0,3,6.450875,0.0,8.0,5.63,7.2,7.96875,7.755,5.0,0,Masculino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
12.0,3,6.781033333,8.5,7.3,3.77,5.9,8.125,8.056666667,5.0,0,Feminino,2H,Pública,2H,1,2024,1
13.0,3,6.6097,9.0,7.9,3.77,5.0,7.291666667,7.616666667,5.0,0,Feminino,2G,Pública,2G,1,2024,1
13.0,3,7.774366667,9.5,9.8,5.0,6.6,8.541666667,8.45,5.0,0,Masculino,3G,Pública,3G,0,2024,1
12.0,2,7.984741667,9.0,9.3,5.02,8.0,9.21875,8.503333333,5.0,0,Feminino,2H,Pública,2H,0,2024,0
12.0,2,7.219366667,10.0,8.2,3.77,7.4,6.875,7.673333333,5.0,0,Feminino,2H,Pública,2H,1,2024,1
12.0,3,9.013866667,9.0,10.0,2.52,9.7,9.791666667,9.7625,10.0,0,Masculino,3C,Privada - Programa de Apadrinhamento,3C,0,2024,0
17.0,3,7.70625,0.0,9.7,6.26,8.1,8.4375,8.3825,10.0,0,Masculino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,0
12.0,3,8.4712,8.5,9.8,7.52,9.0,8.75,8.67,5.0,0,Feminino,2H,Pública,2H,1,2024,1
12.0,3,7.7167,8.0,9.8,7.52,7.9,6.458333333,7.393333333,5.0,0,Masculino,2H,Pública,2H,1,2024,1
14.0,3,7.838866667,9.0,9.4,7.52,6.3,8.333333333,8.616666667,5.0,0,Feminino,3I,Pública,3I,0,2024,1
12.0,3,7.697533333,9.5,9.0,2.52,5.8,8.333333333,8.56,10.0,0,Feminino,3G,Pública,3G,0,2024,0
11.0,3,8.4242,8.0,10.0,2.52,8.4,8.333333333,9.343333333,10.0,0,Feminino,3U,Privada - Programa de Apadrinhamento,3U,0,2024,0
12.0,2,6.032033333,8.5,7.0,7.52,2.7,6.458333333,6.72,5.0,0,Masculino,1L,Pública,1L,1,2024,1
11.0,3,8.3527,8.0,9.6,2.52,7.8,8.958333333,9.673333333,10.0,0,Feminino,3U,Privada - Programa de Apadrinhamento,3U,0,2024,0
19.0,2,7.692291667,7.5,9.6,5.63,7.2,8.28125,8.4225,5.0,0,Masculino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
12.0,3,7.647666667,6.3,9.7,3.77,6.5,7.291666667,8.34,10.0,0,Feminino,2U,Privada,2U,1,2024,0
13.0,3,7.1472,9.0,8.5,6.27,6.9,5.833333333,7.333333333,5.0,0,Masculino,2K,Pública,2K,1,2024,1
12.0,3,7.935466667,6.2,9.2,3.77,7.6,7.916666667,8.95,10.0,0,Feminino,3L,Privada,3L,0,2024,0
12.0,2,6.702033333,8.5,7.1,6.27,5.8,6.875,7.336666667,5.0,0,Masculino,2M,Pública,2M,0,2024,1
11.0,2,8.49045,10.0,9.6,7.52,8.5,9.0625,8.56,5.0,0,Masculino,2L,Pública,2L,0,2024,1
12.0,2,8.532866667,10.0,9.5,2.52,8.5,8.333333333,9.286666667,10.0,0,Masculino,3K,Pública,3K,0,2024,0
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
11.0,3,7.651658333,8.5,8.4,7.52,7.2,8.28125,8.056666667,5.0,0,Feminino,2L,Pública,2L,0,2024,1
10.0,3,8.955783333,9.0,10.0,7.52,8.7,9.0625,8.336666667,10.0,0,Masculino,1K,Pública,1K,1,2024,0
13.0,3,8.5592,10.0,9.6,7.52,8.1,8.75,9.51,5.0,0,Masculino,3L,Pública,3L,0,2024,0
12.0,2,6.748833333,0.0,8.9,2.52,7.0,7.708333333,7.78,10.0,0,Masculino,3U,Pública,3U,0,2024,0
12.0,3,8.548033333,9.0,9.3,7.52,7.5,8.125,8.616666667,10.0,0,Feminino,3L,Pública,3L,0,2024,0
13.0,3,7.709366667,9.0,9.5,7.52,6.8,7.291666667,7.84,5.0,0,Feminino,3M,Pública,3M,0,2024,1
11.0,2,7.402491667,8.5,8.5,7.52,6.0,7.65625,8.223333333,5.0,0,Masculino,2M,Pública,2M,0,2024,1
12.0,2,7.333075,8.0,7.5,7.52,6.8,7.96875,8.17,5.0,0,Masculino,2K,Pública,2K,0,2024,1
11.0,2,7.401741667,10.0,7.5,7.52,6.2,7.96875,8.113333333,5.0,0,Masculino,2N,Pública,2N,0,2024,1
11.0,2,8.2857,10.0,10.0,2.52,7.0,8.541666667,8.896666667,10.0,0,Feminino,3K,Pública,3K,0,2024,0
12.0,3,8.410783333,9.0,9.7,3.77,9.7,9.0625,9.286666667,5.0,0,Feminino,2M,Privada - Programa de Apadrinhamento,2M,0,2024,0
15.0,3,6.864508333,9.2,9.4,5.0,4.8,6.71875,7.2125,5.0,0,Masculino,3N,Pública,3N,1,2024,1
14.0,3,8.2282,9.0,9.1,7.52,8.6,8.333333333,8.563333333,5.0,0,Masculino,3U,Pública,3U,1,2024,1
14.0,3,5.612,0.0,6.6,5.02,6.8,5.833333333,6.783333333,5.0,0,Masculino,3U,Pública,3U,0,2024,1
15.0,3,6.4745,0.0,9.2,5.02,6.2,8.125,7.95,5.0,0,Masculino,3K,Pública,3K,1,2024,1
18.0,2,7.610333333,0.0,9.8,6.89,7.5,8.25,8.215,10.0,0,Feminino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
14.0,3,7.043666667,6.8,8.4,7.52,6.2,6.875,7.503333333,5.0,0,Masculino,3U,Pública,3U,0,2024,1
15.0,2,7.8307,10.0,9.5,7.52,7.3,7.291666667,7.446666667,5.0,0,Masculino,3U,Pública,3U,1,2024,1
12.0,2,8.270825,9.0,9.2,7.52,8.6,8.90625,8.39,5.0,0,Masculino,2L,Pública,2L,0,2024,1
13.0,3,7.231033333,9.0,9.2,4.39,6.5,7.291666667,7.613333333,5.0,0,Masculino,3U,Pública,3U,0,2024,1
13.0,2,8.370325,9.5,8.9,7.52,9.4,8.28125,8.45,5.0,0,Masculino,2U,Pública,2U,1,2024,1
11.0,2,8.013866667,10.0,9.4,7.52,7.5,7.916666667,7.95,5.0,0,Feminino,2U,Pública,2U,0,2024,1
11.0,2,7.199991667,9.0,8.6,3.77,5.7,8.28125,8.673333333,5.0,0,Masculino,2L,Pública,2L,0,2024,1
14.0,2,5.954666667,0.0,6.4,6.27,7.0,7.916666667,6.78,5.0,0,Masculino,3L,Pública,3L,0,2024,1
12.0,2,7.8768,4.7,9.1,5.64,7.4,8.333333333,8.563333333,10.0,0,Feminino,3P,Pública,3P,0,2024,0
13.0,3,6.6552,1.7,8.1,6.27,7.2,8.541666667,7.286666667,5.0,0,Feminino,3P,Pública,3P,0,2024,1
12.0,2,6.836666667,0.0,8.3,5.64,9.0,8.333333333,7.446666667,5.0,0,Masculino,2P,Pública,2P,0,2024,1
12.0,3,8.109533333,8.0,9.5,7.52,8.5,8.333333333,8.17,5.0,0,Feminino,2P,Pública,2P,0,2024,1
11.0,3,7.754866667,9.0,9.4,7.52,6.5,8.333333333,7.946666667,5.0,0,Feminino,2P,Pública,2P,0,2024,1
12.0,3,7.5853,7.4,8.1,6.27,6.3,8.125,7.62,10.0,0,Feminino,3P,Pública,3P,0,2024,0
18.0,3,7.452541667,7.5,9.2,6.89,6.7,7.34375,7.9625,5.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
12.0,3,8.416866667,9.5,9.2,6.27,6.5,8.75,9.173333333,10.0,0,Feminino,3P,Pública,3P,0,2024,0
12.0,2,7.389033333,9.5,8.2,7.52,7.1,6.041666667,7.613333333,5.0,0,Masculino,2P,Pública,2P,1,2024,1
12.0,2,7.613033333,9.0,8.5,6.27,7.3,8.125,8.116666667,5.0,0,Feminino,2P,Pública,2P,0,2024,1
14.0,3,8.3547,10.0,8.9,7.52,8.4,8.958333333,8.783333333,5.0,0,Masculino,3P,Pública,3P,1,2024,1
14.0,3,7.579533333,9.0,9.3,3.77,6.5,8.75,8.836666667,5.0,0,Feminino,3R,Pública,3R,0,2024,1
12.0,2,7.332,0.0,8.2,3.77,9.3,8.75,7.95,10.0,0,Feminino,3K,Pública,3K,0,2024,0
11.0,2,7.871033333,9.0,9.4,6.89,7.0,8.125,8.446666667,5.0,0,Feminino,2P,Pública,2P,0,2024,1
13.0,2,7.385666667,0.0,9.8,6.27,7.9,9.166666667,9.06,5.0,0,Feminino,3R,Pública,3R,0,2024,1
14.0,3,8.3198,7.4,9.9,7.52,8.3,9.166666667,8.896666667,5.0,0,Feminino,3R,Pública,3R,0,2024,1
13.0,3,6.780833333,0.0,8.9,7.52,7.3,8.541666667,7.173333333,5.0,0,Feminino,3R,Pública,3R,0,2024,1
13.0,3,8.3532,8.5,10.0,7.52,8.2,8.75,8.73,5.0,0,Feminino,3R,Pública,3R,0,2024,0
12.0,2,8.438533333,9.5,9.5,7.52,6.1,7.916666667,9.173333333,10.0,0,Feminino,3M,Pública,3M,0,2024,0
13.0,2,6.733566667,6.8,7.6,6.27,6.7,7.291666667,6.72,5.0,0,Feminino,3M,Pública,3M,0,2024,1
12.0,2,6.969133333,6.9,7.4,7.52,7.0,6.666666667,7.393333333,5.0,0,Masculino,2L,Pública,2L,1,2024,1
12.0,2,8.0872,9.0,9.6,7.52,8.0,7.916666667,8.116666667,5.0,0,Feminino,2N,Pública,2N,0,2024,1
12.0,2,6.185658333,9.5,4.9,2.52,5.2,8.28125,8.226666667,5.0,0,Feminino,2M,Pública,2M,1,2024,1
12.0,2,8.720366667,9.5,9.1,7.52,7.1,8.541666667,9.62,10.0,0,Masculino,3L,Pública,3L,0,2024,0
13.0,3,6.774866667,9.0,6.9,6.89,5.2,7.083333333,7.836666667,5.0,0,Masculino,3M,Pública,3M,0,2024,1
12.0,2,7.345033333,8.5,7.8,7.52,5.0,7.708333333,7.06,10.0,0,Masculino,3K,Pública,3K,0,2024,1
12.0,2,8.6067,9.5,8.7,7.52,7.0,8.958333333,9.343333333,10.0,0,Feminino,3U,Privada - Programa de Apadrinhamento,3U,0,2024,0
11.0,3,6.5623,7.9,9.5,2.52,6.4,5.625,6.43,5.0,0,Feminino,1H,Pública,1H,1,2024,1
12.0,3,6.5855,0.0,9.1,7.52,6.4,6.875,7.78,5.0,0,Feminino,2A,Pública,2A,1,2024,1
11.0,2,6.2955,0.0,7.8,3.77,8.3,5.625,8.18,5.0,0,Masculino,1C,Privada,1C,1,2024,1
9.0,2,7.4277,9.0,8.1,7.52,6.5,6.875,5.84,10.0,0,Masculino,1C,Privada,1C,0,2024,1
11.0,2,7.9642,8.5,9.0,7.52,8.0,7.5,8.56,5.0,0,Feminino,2C,Pública,2C,0,2024,1
11.0,2,7.617533333,8.0,9.0,7.52,6.9,7.5,8.226666667,5.0,0,Masculino,2D,Pública,2D,0,2024,1
11.0,2,8.0442,8.5,9.3,7.52,8.6,7.5,8.06,5.0,0,Masculino,2B,Pública,2B,0,2024,1
11.0,2,8.6112,9.0,9.8,6.89,9.1,7.5,10.0,5.0,0,Feminino,1E,Pública,1E,1,2024,1
9.0,2,9.0112,10.0,9.4,6.89,8.5,7.5,10.0,10.0,0,Feminino,1C,Pública,1C,0,2024,0
10.0,3,7.172666667,0.0,9.4,5.02,6.7,7.5,8.503333333,10.0,0,Feminino,2B,Pública,2B,0,2024,0
10.0,3,7.553616667,8.5,9.9,2.52,5.7,7.1875,8.113333333,10.0,0,Masculino,2A,Pública,2A,0,2024,0
11.0,2,6.389991667,8.5,8.3,3.77,6.0,5.78125,6.173333333,5.0,0,Masculino,1A,Pública,1A,1,2024,1
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
11.0,2,8.2852,9.5,9.7,7.52,7.8,6.25,9.84,5.0,0,Feminino,1G,Pública,1G,1,2024,1
10.0,2,8.239866667,10.0,10.0,5.63,9.3,7.5,7.833333333,5.0,0,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
12.0,2,6.8297,10.0,9.9,3.14,6.1,5.625,6.265,5.0,0,Masculino,1H,Pública,1H,1,2024,1
12.0,2,6.982,0.0,8.3,6.89,8.8,7.5,8.165,5.0,0,Masculino,1H,Pública,1H,1,2024,1
11.0,3,7.1527,9.0,7.8,4.39,7.3,6.875,8.08,5.0,0,Feminino,2G,Pública,2G,0,2024,1
12.0,3,6.518,0.0,9.8,3.77,6.5,7.916666667,7.946666667,5.0,0,Feminino,2G,Pública,2G,1,2024,1
12.0,2,6.6927,10.0,7.9,7.52,4.9,5.625,6.59,5.0,0,Feminino,1H,Pública,1H,1,2024,1
12.0,3,7.0582,9.5,9.0,3.77,6.5,7.083333333,7.113333333,5.0,0,Masculino,2G,Pública,2G,1,2024,1
13.0,3,6.331533333,9.5,5.6,3.14,6.7,7.5,6.836666667,5.0,0,Masculino,2H,Pública,2H,1,2024,1
11.0,3,7.408033333,8.0,9.6,3.77,7.5,6.875,8.166666667,5.0,0,Masculino,2H,Pública,2H,0,2024,1
13.0,3,6.078666667,0.0,8.0,3.14,7.4,7.5,7.223333333,5.0,0,Masculino,2H,Pública,2H,1,2024,1
11.0,2,5.8915,0.0,9.5,3.14,5.4,5.625,7.675,5.0,0,Feminino,2I,Pública,2I,0,2024,1
11.0,2,6.813366667,9.0,8.7,3.77,5.6,6.875,7.443333333,5.0,0,Masculino,1J,Pública,1J,1,2024,1
10.0,2,8.166866667,9.5,9.1,3.77,7.8,7.916666667,8.39,10.0,0,Feminino,2I,Pública,2I,0,2024,0
12.0,3,6.4137,9.5,5.3,7.52,5.9,5.625,7.095,5.0,0,Masculino,1J,Pública,1J,1,2024,1
10.0,3,8.683366667,8.5,9.5,7.52,8.4,8.125,8.443333333,10.0,0,Feminino,2G,Pública,2G,0,2024,0
10.0,2,8.117366667,9.5,9.0,7.52,8.4,8.125,8.113333333,5.0,0,Masculino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
10.0,2,7.6802,9.5,8.8,2.52,8.0,7.5,9.34,5.0,0,Masculino,1G,Pública,1G,0,2024,1
10.0,2,7.26545,8.0,9.1,3.77,8.6,6.5625,7.01,5.0,0,Feminino,ALFA J - G2/G3,Pública,ALFA,1,2024,1
11.0,3,7.979325,10.0,8.7,5.02,7.8,9.53125,8.67,5.0,0,Feminino,2I,Pública,2I,0,2024,1
12.0,3,6.7742,8.5,7.6,3.14,6.8,7.5,7.45,5.0,0,Feminino,2G,Pública,2G,1,2024,1
10.0,2,8.3342,10.0,8.7,7.52,6.2,8.333333333,8.893333333,10.0,0,Feminino,1J,Pública,1J,1,2024,0
12.0,3,7.184,0.0,9.0,7.52,8.1,8.333333333,8.393333333,5.0,0,Feminino,2H,Pública,2H,1,2024,1
11.0,2,8.048033333,9.5,7.8,7.52,7.5,7.291666667,7.783333333,10.0,0,Feminino,2H,Pública,2H,0,2024,0
10.0,2,8.123283333,8.0,9.3,7.52,6.0,8.4375,8.336666667,10.0,0,Feminino,1H,Pública,1H,1,2024,0
11.0,2,7.2845,0.0,8.7,7.52,9.1,6.875,8.925,5.0,0,Feminino,1H,Privada,1H,1,2024,1
12.0,2,6.2707,9.5,6.9,4.39,5.1,5.625,7.095,5.0,0,Feminino,1H,Pública,1H,1,2024,1
11.0,2,6.659,0.0,9.1,3.77,7.1,7.5,9.01,5.0,0,Feminino,1C,Pública,1C,1,2024,1
11.0,3,7.668366667,9.5,9.3,3.77,7.0,8.125,8.893333333,5.0,0,Masculino,2I,Privada - Programa de Apadrinhamento,2I,0,2024,1
10.0,2,6.517166667,0.0,8.0,3.77,7.2,6.875,7.113333333,10.0,0,Masculino,2I,Pública,2I,0,2024,1
12.0,2,6.026366667,10.0,8.0,3.14,3.1,6.041666667,6.94,5.0,0,Feminino,1K,Pública,1K,1,2024,1
11.0,3,8.7142,9.5,9.7,7.52,9.1,7.5,10.0,5.0,0,Masculino,1K,Pública,1K,1,2024,1
10.0,2,7.7597,10.0,9.0,7.52,7.3,5.625,8.425,5.0,0,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
12.0,3,5.6857,9.5,7.7,3.14,3.4,4.375,6.32,5.0,0,Masculino,1B,Pública,1B,1,2024,1
12.0,2,8.073825,9.5,9.9,7.52,6.4,7.65625,9.23,5.0,0,Feminino,2U,Pública,2U,1,2024,0
10.0,2,8.6672,9.0,9.9,7.52,9.0,7.5,9.925,5.0,0,Feminino,1K,Pública,1K,1,2024,1
11.0,2,6.0537,9.5,6.1,2.52,5.6,6.875,6.67,5.0,0,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
10.0,2,8.7442,10.0,9.5,7.52,9.2,7.5,10.0,5.0,0,Masculino,1M,Pública,1M,1,2024,1
11.0,2,7.0927,10.0,8.7,7.52,6.1,5.625,6.59,5.0,0,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
11.0,2,8.6742,9.0,9.6,7.52,9.3,7.5,10.0,5.0,0,Feminino,1K,Pública,1K,1,2024,1
16.0,3,0.0,10.0,0.0,2.52,0.0,0.0,0.0,10.0,1,Feminino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
13.0,3,6.548333333,0.0,8.8,7.52,6.3,7.083333333,7.84,5.0,0,Masculino,3M,Pública,3M,0,2024,1
11.0,2,8.219533333,9.0,9.7,7.52,8.4,8.333333333,8.12,5.0,0,Masculino,2M,Pública,2M,0,2024,1
14.0,2,7.09945,10.0,9.1,3.14,5.8,7.8125,7.67,5.0,0,Masculino,2K,Pública,2K,1,2024,1
11.0,3,6.7215,0.0,9.2,3.14,7.9,6.875,9.0,5.0,0,Feminino,1N,Pública,1N,1,2024,1
10.0,2,7.682125,0.0,9.2,7.52,7.8,8.28125,8.56,10.0,0,Masculino,2N,Privada,2N,0,2024,0
12.0,3,7.3807,10.0,8.3,7.52,6.3,7.291666667,7.446666667,5.0,0,Masculino,1L,Pública,1L,1,2024,1
12.0,3,8.4042,10.0,9.1,7.52,7.9,7.5,10.0,5.0,0,Feminino,1N,Pública,1N,1,2024,1
11.0,2,7.85345,10.0,9.3,3.77,8.0,7.8125,8.675,5.0,0,Feminino,1K,Pública,1K,1,2024,1
9.0,2,6.6785,0.0,8.3,3.77,5.9,6.875,8.92,10.0,0,Masculino,ALFA U - G2/G3,Pública,ALFA,1,2024,1
9.0,2,7.056,0.0,8.8,3.14,8.2,6.25,8.585,10.0,0,Feminino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
10.0,2,6.9287,10.0,7.5,2.52,7.9,5.625,7.67,5.0,0,Feminino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
10.0,2,5.852,0.0,9.5,3.14,6.9,5.0,6.34,5.0,0,Feminino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
11.0,2,5.567916667,0.0,7.0,7.52,3.5,7.8125,7.223333333,5.0,0,Feminino,1K,Pública,1K,1,2024,1
10.0,2,7.468125,0.0,9.3,7.52,6.3,8.28125,8.84,10.0,0,Feminino,2N,Pública,2N,0,2024,0
11.0,3,7.926825,8.5,7.9,7.52,8.2,8.90625,8.62,5.0,0,Feminino,2K,Pública,2K,0,2024,1
19.0,3,6.434625,0.0,7.7,6.26,6.7,8.28125,8.0025,5.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
11.0,2,7.7842,9.5,8.8,3.14,8.3,8.75,8.675,5.0,0,Feminino,1L,Pública,1L,1,2024,1
11.0,3,8.209283333,7.5,9.8,7.52,7.9,8.4375,9.116666667,5.0,0,Feminino,2N,Pública,2N,0,2024,1
10.0,2,7.6812,8.5,9.8,2.52,7.5,7.5,9.345,5.0,0,Masculino,1L,Pública,1L,0,2024,1
11.0,2,8.171366667,10.0,9.5,7.52,7.3,8.125,8.783333333,5.0,0,Feminino,2M,Privada - Programa de Apadrinhamento,2M,0,2024,0
11.0,2,8.137866667,9.0,8.5,7.52,8.8,7.916666667,8.67,5.0,0,Feminino,2U,Pública,2U,0,2024,1
10.0,2,7.5227,9.0,9.8,7.52,5.9,5.625,8.34,5.0,0,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
10.0,3,7.806091667,7.9,9.8,2.52,6.9,7.65625,8.283333333,10.0,0,Masculino,2N,Privada - Programa de Apadrinhamento,2N,0,2024,0
9.0,2,7.974,0.0,9.5,7.52,7.9,7.5,10.0,10.0,0,Feminino,1L,Pública,1L,0,2024,0
13.0,2,6.707666667,0.0,8.1,7.52,7.4,7.083333333,8.286666667,5.0,0,Masculino,2U,Pública,2U,1,2024,1
11.0,2,7.6267,9.0,7.7,7.52,7.2,6.875,9.085,5.0,0,Feminino,1N,Pública,1N,1,2024,1
10.0,2,7.9842,9.0,9.2,7.52,6.2,7.5,10.0,5.0,0,Feminino,1K,Pública,1K,0,2024,1
10.0,2,8.4642,9.0,9.6,7.52,8.2,7.5,10.0,5.0,0,Feminino,1L,Pública,1L,1,2024,1
12.0,2,7.462866667,9.0,9.8,6.27,5.5,7.083333333,8.336666667,5.0,0,Feminino,2P,Pública,2P,1,2024,1
12.0,3,7.373033333,8.5,8.6,7.52,7.5,6.041666667,7.233333333,5.0,0,Masculino,2P,Pública,2P,1,2024,1
12.0,2,7.018033333,9.0,8.1,7.52,6.1,6.458333333,6.95,5.0,0,Masculino,2R,Pública,2R,1,2024,1
11.0,2,8.061533333,9.5,9.6,5.64,8.3,8.333333333,8.17,5.0,0,Feminino,2R,Pública,2R,0,2024,0
18.0,3,7.252275,8.3,8.4,6.89,6.3,7.96875,7.465,5.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
10.0,2,6.8735,0.0,7.5,7.52,7.6,6.875,7.12,10.0,0,Masculino,1R,Pública,1R,1,2024,1
11.0,3,8.126866667,8.0,9.3,7.52,9.4,8.333333333,7.506666667,5.0,0,Masculino,2R,Pública,2R,0,2024,0
10.0,3,6.492,0.0,9.1,7.52,6.8,6.25,7.175,5.0,0,Masculino,1R,Pública,1R,1,2024,1
10.0,2,7.2937,8.5,8.3,6.27,7.8,6.875,7.095,5.0,0,Masculino,1R,Pública,1R,1,2024,1
10.0,2,7.8632,9.5,9.1,7.52,8.0,6.25,8.08,5.0,0,Masculino,1R,Pública,1R,0,2024,1
10.0,2,8.1932,10.0,10.0,2.52,8.7,7.5,9.755,5.0,0,Masculino,1R,Pública,1R,0,2024,0
16.0,3,7.45425,9.6,8.8,2.52,6.3,7.8125,7.2125,10.0,0,Feminino,6L,Privada - Programa de Apadrinhamento,6L,0,2024,0
10.0,3,7.782866667,8.0,8.5,7.52,6.9,5.833333333,7.836666667,10.0,0,Masculino,1P,Pública,1P,1,2024,0
11.0,2,8.367866667,9.5,9.6,6.89,8.2,8.333333333,9.226666667,5.0,0,Masculino,2P,Pública,2P,0,2024,1
11.0,2,8.5572,7.5,9.8,7.52,8.9,9.583333333,9.283333333,5.0,0,Feminino,2P,Privada - Programa de Apadrinhamento,2P,0,2024,0
10.0,2,7.944833333,0.0,8.3,7.52,9.5,8.541666667,8.893333333,10.0,0,Masculino,2U,Pública,2U,0,2024,0
11.0,2,7.85605,7.9,7.4,7.52,8.9,9.0625,8.28,5.0,0,Masculino,2I,Pública,2I,0,2024,1
11.0,2,6.342,9.0,7.0,7.5,4.6,0.0,6.917,5.0,0,Masculino,2A,Pública,2A,0,2024,1
12.0,2,6.4497,8.5,8.4,2.52,7.1,5.625,5.925,5.0,0,Masculino,1H,Pública,1H,1,2024,1
10.0,2,7.77645,10.0,10.0,3.77,7.3,7.8125,8.34,5.0,0,Masculino,1L,Pública,1L,1,2024,1
12.0,2,7.419925,7.9,8.1,3.14,8.1,8.28125,8.73,5.0,0,Feminino,2K,Pública,2K,0,2024,1
